Status,Campaign ID,Program,Domain,Payout,Type,Deeplink allowed,Affiliate link
Pre-approved (open),3529,Trip.com,trip.com,4.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.trip.com%2F
Pre-approved (open),37502,Triple Bristle,triplebristle.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.triplebristle.com%2F
Pre-approved (open),79324,Tripo,tripo3d.ai,45%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fstudio.tripo3d.ai%2F
Pre-approved (open),2516,Trivago,trivago.sg,7.78 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.trivago.sg%2F
Pre-approved (open),35714,Trucktok,trucktok.com,8.55%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.trucktok.com%2F
Pre-approved (open),65238,Truecaller,truecaller.com,13.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.truecaller.com
Pre-approved (open),63622,Trunativ,trunativ.co,15.75%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Ftrunativ.co%2F
Pre-approved (open),20540,TSAR BOMBA WATCHES,tsarbomba.com,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Ftsarbomba.com%2F
Pre-approved (open),31237,Ttsopenai,ttsopenai.com,7.5%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fttsopenai.com%2F
Pre-approved (open),5591,Tumi - APAC,tumi.sg,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.tumi.sg%2F
Pre-approved (open),5455,TunePat,tunepat.com,28.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.tunepat.com%2F
Pre-approved (open),68929,Twofunnygirls,twofunnygirls.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.twofunnygirls.com
Pre-approved (open),5436,TYMO BEAUTY,tymobeauty.com,2.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Ftymobeauty.com%2F
Pre-approved (open),37554,Tyresnmore,tyresnmore.com,4.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Ftyresnmore.com%2F
Pre-approved (open),54316,Ubiyam,ubiyam.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fubiyam.com%2F
Pre-approved (open),4069,Udacity,udacity.com,18.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.udacity.com%2F
Pre-approved (open),32828,ulanzi,ulanzi.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.ulanzi.com
Pre-approved (open),8626,Ulike - DE,ulike.com,7.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fde.ulike.com%2F
Pre-approved (open),6182,Ulike - UK,ulike.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fuk.ulike.com%2F
Pre-approved (open),6396,Ultahost,ultahost.com,28.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fultahost.com%2F
Pre-approved (open),25370,Ultrahuman,ultrahuman.com,4.99%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.ultrahuman.com%2F
Pre-approved (open),35312,Unbounce,unbounce.com,32.42 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Funbounce.com%2F
Pre-approved (open),5111,Under Armour Hong Kong,underarmour.hk,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.underarmour.hk%2Fen-hk%2F
Pre-approved (open),80169,Underratedclub,underratedclub.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.underratedclub.com%2F
Pre-approved (open),35311,Underwriter AI,underwriter.dev,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fapp.underwriter.dev%2F
Pre-approved (open),4860,Unice,unice.com,4.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.unice.com%2F
Pre-approved (open),5457,Unicoeye,unicoeye.com,14.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Funicoeye.com%2F
Pre-approved (open),9462,Unifi - MY,unifi.com.my,1167.13 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Funifi.com.my%2Fall-in-one
Pre-approved (open),35065,Union Bank Credit Card,unionbankph.com,5.25 INR,CPL,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fapply.cc-pl.unionbankph.com%2FPLCC%2FPrequalification_PrincipalCC
Pre-approved (open),7891,Unipin,unipin.com,1.42%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.unipin.com%2F
Pre-approved (open),4482,Uniqlo,uniqlo.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.uniqlo.com%2Fin%2Fen%2F
Pre-approved (open),5795,Uniqlo - SG,uniqlo.com,2.1%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.uniqlo.com%2Fsg%2Fen%2F
Pre-approved (open),29917,Uniqode,uniqode.com,18.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.uniqode.com
Pre-approved (open),59702,UNIT 1 - Amazon (USA),unit1gear.com,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.unit1gear.com
Pre-approved (open),6096,UOB CC CPL - TH,uobthailand.com,324.2 INR,CPL,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fforms.uobthailand.com%2Fappforms%2Fcontactus%2Fonlineapp-creditcard.page
Pre-approved (open),6506,Uperfect,uperfectmonitor.com,7.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.uperfectmonitor.com%2F
Pre-approved (open),4460,Upgrad,upgrad.com,12%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.upgrad.com%2F
Pre-approved (open),40255,Uppercase,uppercase.co.in,18.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fuppercase.co.in%2F
Pre-approved (open),80641,Uptownie,uptownie.com,10.88%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fuptownie.com%2F
Pre-approved (open),9617,Upwork,upwork.com,49.88%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.upwork.com%2F
Pre-approved (open),16759,USLegalForms,uslegalforms.com,1539.96 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.uslegalforms.com%2F
Pre-approved (open),2067,Ustraa,ustraa.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.ustraa.com%2F
Pre-approved (open),9587,Utensileria Online,utensileriaonline.it,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.utensileriaonline.it%2F
Pre-approved (open),9580,Utoya (US),utoya.com,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Futoya.com%2F
Pre-approved (open),76446,V2fun,v2fun.ai,22.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fv2fun.ai%2F
Pre-approved (open),36663,Valerio 1966,valerio1966.com,4.28%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.valerio1966.com%2Fit%2Fhome%2F
Pre-approved (open),32004,Valerion,valerion.com,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.valerion.com%2F
Pre-approved (open),22365,Vanpowers,vanpowers.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vanpowers.com
Pre-approved (open),17902,Vayyar Imaging LTD (WALABOT),walabot.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwalabot.com%2F%3Futm_source%3DShareASale%26utm_medium%3Dreferral%26utm_campaign%3Dwalabotdiy
Pre-approved (open),56869,Veda Oils,vedaoils.com,7.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vedaoils.com%2F
Pre-approved (open),2732,Vedantu,vedantu.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vedantu.com
Pre-approved (open),25097,Veeam,veeam.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.veeam.com
Pre-approved (open),6549,veed,veed.io,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.veed.io%2F
Pre-approved (open),45511,Venue,venuemarketplace.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fvenuemarketplace.com%2F
Pre-approved (open),3649,Vero Moda,veromoda.in,8.1%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.veromoda.in%2F
Pre-approved (open),7445,Verpex,verpex.com,52.5 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fverpex.com%2F
Pre-approved (open),7275,VEVOR - AU,vevor.com.au,3.56%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vevor.com.au%2F
Pre-approved (open),7317,VEVOR CA,vevor.ca,3.56%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vevor.ca%2F
Pre-approved (open),4765,Vevor US,vevor.com,3%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vevor.com%2F
Pre-approved (open),32811,Victory Tailgate,victorytailgate.com,7.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.victorytailgate.com%2F
Pre-approved (open),8098,Vidaxl.nl,vidaxl.nl,4.2%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vidaxl.nl
Pre-approved (open),26149,Vietnamairlines,vietnamairlines.com,0.86%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vietnamairlines.com
Pre-approved (open),4164,Vijay Sales,vijaysales.com,4.31%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vijaysales.com%2F
Pre-approved (open),6362,Viking IE,vikingdirect.ie,2.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vikingdirect.ie
Pre-approved (open),6361,Viking NL,vikingdirect.nl,2.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vikingdirect.nl%2Fnl%2F
Pre-approved (open),8918,vilagale,vilagale.com,3.15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vilagale.com%2F
Pre-approved (open),12216,Vilebrequin,vilebrequin.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vilebrequin.com%2F
Pre-approved (open),6684,VIPShop - HK,vipshop.hk,3.15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vipshop.hk%2F
Pre-approved (open),6687,VIPShop - MY,vipshop.my,2.63%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vipshop.my%2F
Pre-approved (open),6686,VIPShop - PH,vipshop.com.ph,4.2%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vipshop.com.ph%2F
Pre-approved (open),6697,VIPShop - SG,vipshop.sg,4.2%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vipshop.sg%2F
Pre-approved (open),6696,VIPShop - TH,vipshop.co.th,4.2%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vipshop.co.th%2F
Pre-approved (open),6053,Viqure,viqure.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.viqure.com
Pre-approved (open),8296,Visible,visible.com,26.25 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.visible.com
Pre-approved (open),54535,Viski,viski.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fviski.com%2F%3Futm_source%3DShareasale%2B-%2BViski%26utm_medium%3DText%2BLink%26utm_campaign%3DText%2Blink%26utm_id%3D1799748
Pre-approved (open),32824,Vista Social,vistasocial.com,14.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fvistasocial.com%2F
Pre-approved (open),9536,Vivint,vivint.com,22.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vivint.com%2Fshop
Pre-approved (open),6692,Vodien,vodien.com,356.25 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.vodien.com%2F
Pre-approved (open),6352,Voghion,voghion.com,8.55%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.voghion.com%2F
Pre-approved (open),7875,Volcano,volcano.pl,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fvolcano.pl%2F
Pre-approved (open),40287,Vollyc,vollyc.com,7.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fvollyc.com%2F
